97955	63060
94884	76215
31666	84773
65041	66369
2447	86242
20979	3351
16565	56417
84125	69742
73598	98928
62104	6387
79885	51577
34559	21853
60985	15897
65354	93987
2295	36022
75732	3982
33599	48451
87701	99328
40139	15151
41306	31459
41919	67015
35153	16339
17003	58858
51291	14609
31342	51563
25567	72570
75251	43219
68042	39525
38595	15521
38066	22036
96795	11298
30862	25328
36891	26013
40577	98099
56724	62922
65273	54066
95261	46152
6298	13848
43444	6379
65107	49638
82846	93534
39727	35401
64651	43800
88210	2876
79875	43163
33383	82164
59686	16344
89891	1391
53654	2768
67475	27342
55758	5370
42141	24805
20082	53770
46495	81842
38007	71368
51211	8688
39052	82153
39092	45193
51549	13748
91321	63804
85552	20033
50555	98250
17387	51436
18055	61216
97356	80975
10863	94138
23506	56766
11442	58318
24903	99881
5481	76318
47441	23313
25759	46086
99306	81791
10964	15583
77293	12039
90772	43589
90380	22977
22897	11448
24419	99576
17440	52260
48150	92421
79839	47616
62913	47439
10024	9473
8532	52140
93640	26086
88520	21639
100
766436	698920
770095	804096
590958	64625
929441	91171
389308	779381
591830	666018
580057	29678
491295	817593
903746	696750
374938	90527
96486	102528
473701	537108
372448	861534
669786	250789
218929	738756
103109	330813
409551	616903
117449	294425
47366	49965
328750	475233
349188	69314
75296	401635
843000	637224
157484	19594
567082	462476
121960	843696
706314	433510
122384	327299
179723	144373
781680	527349
883507	423702
375912	296106
303627	291303
898831	7636
827689	803071
192520	171727
421478	73427
840531	105098
83567	733841
115686	225982
172436	873054
108530	72780
913039	364288
590850	83353
60666	499907
1164	724345
333947	185956
688402	148739
159139	86880
681963	56648
905409	121979
439827	414387
875022	495286
383592	678434
160502	963105
385305	905424
238481	610372
504104	791431
60729	897916
162507	161135
978476	865871
37069	560878
226569	919877
354021	443034
857136	700628
117953	459642
984537	836201
354799	811007
348557	420837
466211	573380
463594	452189
721196	815241
768388	118197
155840	913760
72328	259549
319631	314333
387298	877280
456753	502611
693275	618364
605579	848944
894465	494693
455126	361901
841812	989731
532575	75536
816443	328084
782945	572788
854505	249763
916071	996189
142305	694852
65315	251557
895361	495474
558465	108183
457710	448367
628639	631069
198389	39273
79293	140980
348522	973819
603622	433415
500921	481098
188533	748439
